,artist,track,energy,valence
5731,Jimmy Page,Writes Of Winter,880.0,550.0
5732,Mercedes Castro,Pedazo De Idiota,600.0,850.0
5733,Novaspace,Dancing With Tears In My Eyes 2004 (Nova Mix (Club Version)),960.0,360.0
5734,Joe Rogan,Fear Factor,850.0,320.0
5735,Phil Vassar,Like I Never Loved Before,460.0,160.0
5736,Intars Busulis,Brīvdiena,450.0,380.0
5737,Carroll Thompson,Show Some Love Where Is The Love feat. MackaB,550.0,570.0
5738,Jorge Alfano,Inti Guauqui,40.0,500.0
5739,Crematorium,Dying Under A Binary Star,940.0,370.0
5740,The Twinkle Brothers,It Gwine Dreada,370.0,940.0
5741,Chris Camozzi,Sunday In Marin,640.0,240.0
5742,Cocoa Tea,Hurry Up & Come,690.0,800.0
5743,Tha Liks,Da Da Da Da - Explicit Album Version,840.0,820.0
5744,Murskahumppa,Mua Rakastan,940.0,520.0
5745,Antonio Koudele,Tu Mirada,400.0,500.0
5746,Furry Lewis,Judge Harsh Blues (Tk. 1),180.0,320.0
5747,Seventh Day Slumber,Famous One,710.0,530.0
5748,Mr Brown,So Say I,760.0,550.0
5749,Pitch Black [Nz],Big Trouble Upstairs,770.0,560.0
5750,YZ,One Thing,320.0,860.0
5751,Firehouse,Talk Of The Town,750.0,960.0
5752,Samy Deluxe,Denk,890.0,640.0
5753,Azukx,124 Stomp,670.0,190.0
5754,Daniel Johnston,The Story Of An Artist,370.0,650.0
5755,Casiotone For The Painfully Alone,Attic Room,670.0,520.0
5756,Will Ackerman,A Movie Of A Placid Lake On A Moonless Night in September,140.0,40.0
5757,Michael Salgado,Te Vas Angel Mio,610.0,580.0
5758,The Prodigy,Firestarter,950.0,380.0
5759,Phil Collins,Testify - 2016 Remaster,740.0,100.0
5760,Adam Ant,Mohair Locker Room Pin-Up Boys,960.0,850.0
5761,Total Fucking Destruction,Enslaved by Propaganda,960.0,290.0
5762,Ultraviolence,Stars (GROWTH Ultraviolence Mix),980.0,50.0
5763,Various Artists,Human Being - 1972 demo,640.0,420.0
5764,Cutting Edge,Tune In,450.0,250.0
5765,Kai Winding,Doodlin',260.0,530.0
5766,Pat Metheny,Hermitage,10.0,50.0
5767,Gary Go,Open Arms,860.0,200.0
5768,Brainchoke,Untitled,220.0,120.0
5769,Hot Club Of Cowtown,The Magic Violin,760.0,960.0
5770,Bill Murk,I Will Call Upon the Lord,790.0,890.0
5771,He Is Legend,Stampede,960.0,270.0
5772,Nikos Kalaintzis,Chira,260.0,480.0
5773,CeCe Winans,Come On Back Home,440.0,430.0
5774,Kitaro,Earth Born,300.0,70.0
5775,DJ Omega,E. Warren,460.0,590.0
5776,Swans Of Avon,Shining,740.0,470.0
5777,Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),460.0,720.0
5778,Behemoth,Hello Space Boy,920.0,60.0
5779,Les Brown & His Orchestra,Dance Of The Blue Devils,180.0,890.0
5780,Bobby Pulido,La Bruja Chafa,620.0,960.0
5781,Norman Howard,The Sound from There,180.0,120.0
5782,Nightswimmer,Splitting the Seconds,940.0,120.0
5783,Marc Shaiman,Best In LA,10.0,40.0
5784,Alice Cooper,Goin' To The River,520.0,850.0
5785,The Gathering,Locked Away,510.0,50.0
5786,Dakis,Min Xechnas - Forse,500.0,580.0
5787,H-Town,Here We Go Again,430.0,330.0
5788,bel canto,Rumour - Abstract Hip Hop Mix,270.0,480.0
5789,Shade Sheist,The Urban Gospel,490.0,570.0
5790,Remy Shand,The Second One,750.0,840.0
5791,Maracaibo 15,El 18 de Noviembre,870.0,960.0
5792,Eläkeläiset,Laakista humppa - Live,1000.0,80.0
5793,Dan Hicks,He Don't Care (He's Stoned) - Live Version,40.0,440.0
5794,Daryl Hall & John Oates,Rich Girl - Remastered,640.0,820.0
5795,Arc Angels,See What Tomorrow Brings,510.0,370.0
5796,Call To Preserve,Hindsight,980.0,620.0
5797,Ziggy Marley & The Melody Makers,New Love,430.0,660.0
5798,Lit,Lovely Day,930.0,400.0
5799,Ai Ai Ai,Com una flama,870.0,890.0
5800,KISS,Anything For My Baby,930.0,640.0
5801,The Shamrock Singers,Fields Of Athenry,200.0,290.0
5802,The Cardigans,Explode,420.0,310.0
5803,Mustafa Sandal,Beni Aglatma,630.0,480.0
5804,Schoolyard Heroes,The Last Man On Earth,490.0,250.0
5805,DJ Isaac,Focus,810.0,220.0
5806,Ill Harmonics,Life,480.0,630.0
5807,The Last Vegas,Another Lover,970.0,470.0
5808,The Gathering,Fear the Sea,810.0,260.0
5809,Radiohead,2 + 2 = 5,720.0,390.0
5810,Sid Vicious,100 Club 1996 ''We Love You Beatles'' - Live,640.0,920.0
5811,Alicia Keys,Karma,740.0,690.0
5812,Free,Heartbreaker,770.0,590.0
5813,Baby Rasta & Gringo,Yo Quiero Contigo,820.0,560.0
5814,Charlie Byrd Trio,Goody Goody,120.0,590.0
5815,Joanna Connor,Money Blues,640.0,590.0
5816,Ghetto Mafia,This is a Stick Up,350.0,690.0
5817,John Digweed,Emerald - BOg Remix,870.0,100.0
5818,Various Artists,Zeno Beach,930.0,310.0
5819,Francis Dhomont,Meteores mouvement de Chroniques de la lumier,330.0,40.0
5820,Zeca Baleiro,Telegrama,500.0,390.0
5821,Various Artists,Molten,470.0,80.0
5822,The Highwaymen,The Road Goes On Forever,630.0,670.0
5823,Papa Wemba,Phrase,560.0,630.0
5824,Bobaflex,Medicine,850.0,550.0
5825,Lizzy Borden,Love You to Pieces,890.0,320.0
5826,Richard Smith,Take That!,790.0,700.0
5827,Various Artists,From a Jack to a King,620.0,690.0
5828,Lara Fabian,L’amour existe encore,520.0,290.0
5829,Spliff,Heut' Nacht,200.0,740.0
5830,John Mayall & The Bluesbreakers,The Witching Hour,830.0,720.0
5831,Jars Of Clay,Love Me,930.0,420.0
5832,Liars,Leather Prowler,870.0,120.0
5833,Yami Bolo,Put Down Your Weapons,740.0,670.0
5834,Grandmaster Flash & The Furious Five,Underarms,600.0,790.0
5835,Angelica Maria,Te Necesito,320.0,460.0
5836,Scott Ainslie,Terraplane Blues,400.0,740.0
5837,Dario Marianelli,The Harbour,130.0,80.0
5838,Chris Eaton,All Or Nothing - Wonderful World Album Version,190.0,170.0
5839,Bobby Pulido,La Rosa,720.0,720.0
5840,The Jackson Southernaires,My Liberty / God Has Smiled On Me / Going Up Yonder / Jesus Is Love / Saints Go Maching In / Lord Lift Us Up Where We Belong,530.0,510.0
5841,Shelly Manne,Jubilation T. Cornpone,380.0,810.0
5842,Funeral For A Friend,Kicking and Screaming,940.0,500.0
5843,Various Artists,Lookin For My Baby,740.0,520.0
5844,Charlie Peacock,The Way Of Love - West Coast Diaries Vol. 1 Album Version,710.0,960.0
5845,Zbigniew Preisner,Leaving The Docks,30.0,60.0
5846,Sumo,Noche De Paz,980.0,480.0
5847,Vana Gierig,Village Dance,830.0,930.0
5848,Gwen Stefani,4 In The Morning,820.0,460.0
5849,Sunnyland Slim,Midnight Jump,380.0,900.0
5850,The Zebras,Marching,860.0,810.0
5851,Sonora Carruseles,Que Suene Mi Campana,870.0,650.0
5852,EPMD,For My People,540.0,380.0
5853,Eminem,Just Don't Give A Fuck,930.0,680.0
5854,Moist,Floating,570.0,160.0
5855,Marco Beltrami,1001 Robots,40.0,40.0
5856,Bad Religion,You Don't Belong,980.0,580.0
5857,Naughty By Nature,Ring The Alarm,810.0,730.0
5858,Faiz Ali Faiz,Meeran Sad Laeen Je Toon,620.0,800.0
5859,Various Artists,Forget Me Knots - Bailey Remix,990.0,550.0
5860,Astarte,Voyage to Eternal Life,790.0,80.0
5861,Vulture Industries,The Benevolent Path,870.0,210.0
5862,Various Artists,Down South Blues,240.0,400.0
5863,Suicidal Tendencies,Looking In Your Eyes,920.0,320.0
5864,Professor Longhair,Doin' It (Part Two),600.0,920.0
5865,Bo Carter,The Law Gonna Step On You (1931),340.0,750.0
5866,Cristy Lane,It Came Upon A Midnight Clear - Christmas Classics Album Version,360.0,450.0
5867,Aerosmith,Crazy,870.0,430.0
5868,Vodka Collins,Bitches For Breakfast,630.0,840.0
5869,Roger Creager,All For The Sake Of The Song,360.0,370.0
5870,Rita Chiarelli,Chiove,50.0,170.0
5871,Estopa,Apagón,770.0,720.0
5872,Billie Jo Spears,Danny,260.0,580.0
5873,Jesse Malin,Walk On The Wild Side,540.0,640.0
5874,Alexander Zonjic,Little Sunflower,690.0,590.0
5875,Tunsi,Army,320.0,0.0
5876,Zbigniew Preisner,The Court,30.0,40.0
5877,The Knack,Dance Of Romance,630.0,340.0
5878,Tim Wilson,It Takes A Village (To Raise A Nut) - Live,820.0,890.0
5879,Open Hand,11th Street,910.0,460.0
5880,Phil Collins,Everyday - 2015 Remastered,470.0,380.0
5881,Angela Lashley,Too Far From The Tree,220.0,170.0
5882,Emilio Tuero,Nostalgia,260.0,570.0
5883,The Pharcyde,The Climb / Paranoia,860.0,470.0
5884,Joe Bonamassa,Stop!,520.0,310.0
5885,Tyrone Wells,Need,520.0,370.0
5886,Howie Day,Collide,620.0,340.0
5887,Fito Paez,Tercer mundo,780.0,740.0
5888,Bob Carlisle,Watched By An Angel,770.0,760.0
5889,The Crystal Method,Keep Hope Alive,970.0,370.0
5890,The Groundhogs,Still A Fool - Single Edit,330.0,860.0
5891,Los Chunguitos,La Medalla,920.0,970.0
5892,Brian Dullaghan,The Wedding,290.0,390.0
5893,Johnny Pacheco,Viralo Al Revés,790.0,970.0
5894,Various Artists,Accept Me,280.0,590.0
5895,Glen Ricks,For All We Know,490.0,780.0
5896,Aesop Rock,Coma,720.0,870.0
5897,Joe Lopez,Me Duele,700.0,860.0
5898,Jesus Jones,Nothing To Hold Me,750.0,510.0
5899,The Jackson Southernaires,Somewhere In Between,430.0,340.0
5900,Black Sheep,Novakane Groove,860.0,960.0
5901,Bonita,It Could Never Be You,250.0,160.0
5902,Malkit Singh,Holli Holi Nach Kuriye,700.0,960.0
5903,Sex Pistols,Looking for a Kiss - New York,960.0,430.0
5904,David Bowie,Baal's Hymn (Der Choral Vom Großen Baal) - 2017 Remaster,440.0,360.0
5905,El Gran Combo De Puerto Rico,No Hay Manera,630.0,950.0
5906,Ann Nesby,Advice,620.0,400.0
5907,Bobby Valentin,Yo Soy Abacua,670.0,970.0
5908,fIREHOSE,Let The Drummer Have Some,990.0,20.0
5909,Zombie Girl,The Darkness - Darker Mix By Komor Kommando,640.0,90.0
5910,Fred Merpol,Glisse,150.0,340.0
5911,Twenty 4 Seven,You Gotta Be Safe,790.0,630.0
5912,Life In Your Way,When Rules Change,940.0,300.0
5913,Michael Stanley Band,Take the Time (Remastered),720.0,860.0
5914,El Internacional Mar Azul,Rancho Moreno,840.0,960.0
5915,22-20s,Hold On,710.0,70.0
5916,Various Artists,Believe In What I Say,630.0,970.0
5917,Elvira,Momentum,720.0,350.0
5918,Melt-Banana,So Far so Bad so What?,1000.0,40.0
5919,FFH,Listen,350.0,920.0
5920,Angels,Fifi,620.0,300.0
5921,-M-,Je suis une cigarette,300.0,890.0
5922,Non Stop DJs,Hydraulic Pimp,820.0,780.0
5923,Roger Sanchez,Lost,750.0,570.0
5924,Guy Forsyth,When I Think About Love,460.0,520.0
5925,The Jordanaires & Orion,Up on the House Top,760.0,960.0
5926,Rita Chiarelli,This Is My Life,510.0,550.0
5927,Limbonic Art,A Void Of Lifeless Dreams,880.0,200.0
5928,Patty Griffin,All Creatures Of Our God And King,70.0,220.0
5929,Bobby Darin,Hi De Ho (That Old Sweet Roll) - Live Remix,720.0,600.0
5930,Erik Berglund,Endless Light,320.0,50.0
5931,Lee Michaels,Hold on to Freedom,720.0,820.0
5932,Trick Trick,War,570.0,250.0
5933,Fruko Y Sus Tesos,La Maquina del Sabor,840.0,870.0
5934,Various Artists,Make A Move On Me,820.0,720.0
5935,Megadrums,Primal Forces,250.0,130.0
5936,Caspa,Power Shower,900.0,390.0
5937,Bloc Party,Zephyrus,720.0,530.0
5938,Less Than Jake,Fucked,780.0,570.0
5939,DJ Quik,Ladies & Thugs,520.0,390.0
5940,Rachel Loy,The Same Man (For Matthew) - Electric Version,460.0,360.0
5941,Hank Locklin,Let Me Be The One,570.0,720.0
5942,Earth,Endless Winter,850.0,260.0
5943,Atomic Rooster,Take It for Granted,510.0,290.0
5944,Deodato,Latin Flute,560.0,780.0
5945,Cockney Rejects,Beginning Of The End,850.0,420.0
5946,Swami,Tonight,830.0,770.0
5947,George Jones,These Old Eyes Have Seen It All,230.0,370.0
5948,Armand Van Helden,Nite Life - Sound Factory Version,780.0,470.0
5949,Nicholas Hooper,The Killing Of Dumbledore,100.0,40.0
5950,Champion Jack Dupree,When I Left Home,420.0,820.0
5951,Daryl Hall & John Oates,Fall in Philadelphia,680.0,800.0
5952,Los Nakos,Juana Democracia / Calipso Del Tlc,590.0,560.0
5953,Jimmy Wayne,She Runs,660.0,610.0
5954,Toby Love,Irreplaceable,700.0,790.0
5955,Bénabar,Porcelaine,570.0,570.0
5956,Streetwize,Funny,460.0,490.0
5957,The Presets,Are You The One?,780.0,570.0
5958,Descendents,Cheer,740.0,850.0
5959,Kaija Koo,Viimeiset hitaat,270.0,340.0
5960,Abysmal Dawn,Programmed to Consume,990.0,110.0
5961,Constance Demby,Javalon,630.0,310.0
5962,Various Artists,Wear Your Love Like Heaven / Workin' On A Groovy Thing (Medley) - 1997 Digital Remaster,340.0,600.0
5963,Luisito Rosario,1-800-quiereme (Remix),660.0,850.0
5964,Photek,Junk,870.0,310.0
5965,Monomonkey,Where To Hide?,920.0,390.0
5966,Slum Village,The Things You Do,590.0,760.0
5967,The Motors,Dancing The Night Away,920.0,650.0
5968,Sister Hazel,Concede,820.0,320.0
5969,John Sebastian,Freezin' From The Inside Out,320.0,190.0
5970,George Michael,Amazing,750.0,880.0
5971,Lara Brown,La pieuvre,470.0,140.0
5972,EA Games Soundtrack,Escape From The Underrealm,630.0,220.0
5973,Sonic Subjunkies,Djungelstadt,920.0,490.0
5974,The Box Tops,I Can Dig It,440.0,900.0
5975,Various Artists,Peanuts,660.0,860.0
5976,Beogradski Sindikat,Slatke male maloletnice,640.0,250.0
5977,The Crazy World Of Arthur Brown,Time / Confusion,490.0,90.0
5978,Camobear All-Stars,None Missing,720.0,730.0
5979,Controlled Dissonance,All Purpose Experiment,250.0,40.0
5980,The Reverend Peyton's Big Damn Band,My Old Man Boogie,890.0,970.0
5981,(Hed) P.E.,A Soldiers Intro,140.0,0.0
5982,Ma Rainey,Night Time Blues,320.0,600.0
5983,Porcupine Tree,Music for the Head,20.0,30.0
5984,Mavado,Sadness,650.0,470.0
5985,Stargarden,Trybal,290.0,470.0
5986,Mister Ries,Fuck You,690.0,530.0
5987,Max Steiner,Bonnie's Fatal Pony Ride,360.0,180.0
5988,Red Hot Chili Peppers,Buckle Down - 2002 Digital Remaster,920.0,360.0
5989,Various Artists,My Ship Is Comin' In,560.0,400.0
5990,Glen Washington,Number One Girl,470.0,860.0
5991,Ace Frehley,Fractured Quantum,620.0,440.0
5992,Jesus Jones,Yellow Brown,350.0,80.0
5993,Long Beach Dub Allstars,Free Love,770.0,860.0
5994,Leeroy Stagger,House Of Sin,290.0,240.0
5995,Various Artists,Fruity Woman,260.0,510.0
5996,Slim Harpo,I Love The Life I'm Living - Single Version,260.0,820.0
5997,The Sonics,On The Road Again,590.0,820.0
5998,Stimulator,78 Stimulator,810.0,670.0
5999,Arsonists Get All The Girls,Skiff for the Suits,960.0,380.0
6000,Scott Matthews,City Headache,470.0,510.0
6001,Bongzilla,Stone a Pig,780.0,150.0
6002,Stephen Pearcy,Freak (Pearcy/Kelli/Overby),950.0,550.0
6003,Furry Lewis,Rock Island Blues,140.0,330.0
6004,Various Artists,Tirador - Carlos Jean Remix,900.0,800.0
6005,Los Originales De San Juan,Con La Misma Tijera,790.0,660.0
6006,Slipknot,Wait and Bleed - Demo,990.0,460.0
6007,Mike Bloomfield,One Of These Days (Live),50.0,460.0
6008,Foghat,Dead End Street,920.0,830.0
6009,Pat Green,Threadbare Gypsy Soul,650.0,420.0
6010,UFO,Cherry - Live 2008 Remaster,570.0,210.0
6011,Riamiwo,Valid,430.0,160.0
6012,George Harrison,All Things Must Pass - 2009 Digital Remaster,650.0,480.0
6013,George Michael,Shoot the Dog,870.0,460.0
6014,Gonzalo Rubalcaba,GIANT STEPS,320.0,290.0
6015,Darwin Hobbs,Praz Him - Broken Album Version,890.0,800.0
6016,Wyclef Jean,Midnight Lovers,660.0,0.0
6017,3 Doors Down,Better Life,920.0,900.0
6018,Sub Swara,Constructing The Absence,690.0,360.0
6019,Joe Satriani,House Full of Bullets,900.0,670.0
6020,Nicholas Hooper,Of Love & War,280.0,200.0
6021,Radiohead,Everything In Its Right Place,460.0,60.0
6022,Tum Tum,Eat Or Get Ate,790.0,700.0
6023,Vuneny,Curse Of Sound - Dub Mix,780.0,420.0
6024,Hinge,Pray The I Miss,180.0,140.0
6025,Nicolas Bacchus,Josy,570.0,700.0
6026,Avril Lavigne,Unwanted,840.0,620.0
6027,The White Stripes,Blue Orchid,640.0,600.0
6028,Livio Minafra,Campane,240.0,40.0
6029,Ras Michael and The Sons Of Negus,Ethiopian Anthem,760.0,970.0
6030,Leroy Hutson,Could This Be Love,440.0,740.0
6031,Roy Drusky,Second Hand Rose,490.0,840.0
6032,Musical Youth,Never Gonna Give You Up,390.0,830.0
6033,Sapo,Eduardo,540.0,230.0
6034,Various Artists,Separate Ways,940.0,770.0
6035,Warrior King,Virtuous Woman,660.0,960.0
6036,Samy Deluxe,Sag es sag es (feat. Neo),920.0,350.0
6037,Big Rich,Ballin' - Radio,780.0,500.0
6038,Santana,Rock Me,760.0,730.0
6039,Bert Kaempfert,That Happy Feeling,560.0,720.0
6040,Three 6 Mafia,Money Didn't Change Me - Explicit Album Version,890.0,780.0
6041,Blessid Union Of Souls,Healing,310.0,150.0
6042,Mary Black,Flesh & Blood,580.0,560.0
6043,Cam’ron,Bubble Music,920.0,490.0
6044,Big Mike Griffin,The Last Thing I Need,650.0,730.0
6045,Various Artists,Getting Closer,850.0,860.0
6046,David Tao,Total Vision,370.0,900.0
6047,Arkells,Tough Guy,920.0,770.0
6048,Ashes to Ashes,Bury Me,460.0,300.0
6049,Capleton,When Me A Move,480.0,820.0
6050,Fito Paez,Corazon Clandestino,700.0,600.0
6051,Luiz Bonfá,Tristeza - Brazilian Blues,130.0,310.0
6052,Easy Star All-Stars,With a Little Dub From My Friends (feat. Luciano and U Roy),600.0,550.0
6053,Eddy Arnold,Molly Darling,160.0,460.0
6054,Goose,Everybody - The Bloody Beetroots Remix,820.0,220.0
6055,The Game,Scream On Em,940.0,360.0
6056,Josh White,New D.B.A. Blues,120.0,490.0
6057,The Insects,Winds of Change,950.0,260.0
6058,Eluveitie,Primordial Breath,1000.0,40.0
6059,Boogie Pimps,Then Came You - Radio Edit,770.0,820.0
6060,Dinosaur Jr.,Green Mind,880.0,560.0
6061,Disco D,6 A.M. Funk,500.0,820.0
6062,Flamin' Groovies,Call Me Lightning,880.0,390.0
6063,The American Boychoir,Walk in the Light,170.0,390.0
6064,Broadcast,Michael A Grammar,630.0,780.0
6065,Low Millions,Eleanor,770.0,540.0
6066,Beenie Man,Bad Man Story,920.0,790.0
6067,Heavy D,Chasing Windmills,620.0,740.0
6068,DJ Nasty,Child Support,730.0,920.0
6069,Stew & The Negro Problem,The Drug Suite,140.0,120.0
6070,Julien Clerc,Rolo le baroudeur,640.0,910.0
6071,Pagan Wanderer Lu,(eskomolto),280.0,390.0
6072,NOFX,Linoleum,940.0,280.0
6073,Die Fantastischen Vier,Was wollen wir noch mehr?,690.0,670.0
6074,Line Renaud,Il n'était pas sentimental,170.0,320.0
6075,Jeff Scott Soto,Funky Medley,980.0,250.0
6076,Non Stop DJs,Hoes & Discos,600.0,730.0
6077,Jesse Malin,Harmony,700.0,360.0
6078,Jeff Scott Soto,If This Is The End,550.0,290.0
6079,Doug MacLeod,Angel In Hell,330.0,430.0
6080,Various Artists,Hotel (feat. R. Kelly),640.0,410.0
6081,The Dillinger Escape Plan,Sugar Coated Sour,970.0,220.0
6082,Kali,Ferrous Carbonate Mass,860.0,670.0
6083,Buzzcocks,No Reply - Demo,860.0,760.0
6084,Busdriver,Unsafe Sextet/Gilded Hearts of Booklovers,870.0,250.0
6085,Vivian,Slipping Away,950.0,530.0
6086,Hoods,Coward,990.0,290.0
6087,Dave Alvin,All Night Worker,730.0,800.0
6088,Blind Lemon Jefferson,Long Lonesome Blues (2472-1),320.0,540.0
6089,Mush,Test 72,930.0,480.0
6090,Quadro Nuevo,Nature Boy,290.0,340.0
6091,Darryl Worley,Where You Think You're Goin'?,560.0,610.0
6092,Sandi Thom,When Horsepower Meant What It Said,690.0,890.0
6093,The Fabulous Thunderbirds,Let Me In,690.0,860.0
6094,Virus,Be Elevator,680.0,110.0
6095,Danny Williams,I Talk to the Trees,290.0,240.0
6096,GoldFish,This Is How It Goes - Timmy Trumpet Remix,800.0,690.0
6097,Big Maybelle,New Kind Of Mambo,450.0,840.0
6098,Jope Ruonansuu,Aulis Gerlander,980.0,920.0
6099,Lara & Reyes,Amor De Lejos,790.0,730.0
6100,David Evans,Now Is A Needy Time,540.0,740.0
6101,Les Malpolis,Les Psys,540.0,870.0
6102,Tigertailz,Thrill Pistol,860.0,500.0
6103,Vanessa Bell Armstrong,Walking Miracle,720.0,520.0
6104,Chatelaine,Je me sens bien pasta fagioli,910.0,800.0
6105,Eric B. & Rakim,I Know You Got Soul,850.0,750.0
6106,Mongo Santamaria,Boogaloo Wow,550.0,810.0
6107,Kurt Tepperwein,Einleitung,360.0,230.0
6108,The Perrys,When They Ring The Bells Of Heaven,720.0,890.0
6109,Ricardo Arjona,Ayúdame Freud,420.0,230.0
6110,Oui-Oui,La danse des petits amis,660.0,780.0
6111,Richard Smith,Pastel,740.0,210.0
6112,Arthur Tracy,Red Sails In The Sunset,190.0,270.0
6113,C.L. Smooth,Smoke In The Air - A Cappella,560.0,730.0
6114,The Ronettes,(The Best Part Of) Breakin' Up,730.0,550.0
6115,Charlotte Gainsbourg,IRM,600.0,330.0
6116,DMX,Look Thru My Eyes,640.0,720.0
6117,Big Joe Turner,I Got My Discharge Papers,430.0,490.0
6118,Roger McGuinn,The Bells Of Rhymney,210.0,480.0
6119,Rocky Hill,Hootchie Cootchie Man,880.0,870.0
6120,Public Image Ltd.,This Is Not a Love Song,780.0,670.0
6121,Ashes to Ashes,Mind On,570.0,850.0
6122,Konstantinos Galanos,De Tha Kano Piso,730.0,760.0
6123,Leana,Pack Your Bags (Remix by Ralphi Rosario),760.0,560.0
6124,Joe Bonamassa,I Know A Place,720.0,600.0
6125,Asleep At The Wheel,The Letter (That Johnny Walker Read),520.0,550.0
6126,Bad Company,Crazy Circles,610.0,640.0
6127,Nichols,Fica Ma Mi,580.0,840.0
6128,Phantom Planet,The Meantime,980.0,330.0
6129,Samy Deluxe,Die Meisten,850.0,930.0
6130,The Jackson Southernaires,No Coward Soldier,720.0,800.0
6131,Madonna,Papa Don't Preach,910.0,970.0
6132,Various Artists,Thats Life,400.0,430.0
6133,La Sonora Santanera,Saca la Botella,880.0,950.0
6134,Pardesi,Akhan Nay Sharab,780.0,960.0
6135,The Jam,Start!,330.0,900.0
6136,Tim Exile,Fortress,790.0,370.0
6137,Tech N9ne,Spend the Night Featuring Rock Money and Paul Law,730.0,930.0
6138,Jazz Gillum,Maybe You'll Love Me Too,260.0,840.0
6139,Guns N' Roses,Patience,300.0,330.0
6140,willie isz,Violet Heart Box,750.0,220.0
6141,Various Artists,The World Is Waiting for the Sunrise,20.0,0.0
6142,PMD,Let It Go (Interlude),230.0,450.0
6143,Dungeon Family,Follow The Light,740.0,750.0
6144,Strata,Night Falls (The Weight Of It),960.0,300.0
6145,Jeremy Spencer,It Hurts Me Too,220.0,300.0
6146,Sonny Terry,I Woke Up One Morning And I Could Hardly See - Live,290.0,610.0
6147,Various Artists,Lucindy,250.0,230.0
6148,Monique Morelli,Mort,180.0,200.0
6149,Daylight Torn,Sebastian,490.0,170.0
6150,Cowboy Mouth,My Little Blue One,590.0,670.0
6151,Tampa Red,No Matter How She Done It,210.0,670.0
6152,DJ Slugo,Vulture 4,810.0,490.0
6153,Michael English,Come on Home,370.0,700.0
6154,John Wesley,Alone Together - Live Acoustic,190.0,250.0
6155,Kanye West,Diamonds From Sierra Leone - Remix,800.0,470.0
6156,Los Iracundos,La Bambola,470.0,860.0
6157,The Lord Henry,Is This Legal,730.0,220.0
6158,Floyd Cramer,Near You,320.0,800.0
6159,Ultra X,Break Em,770.0,890.0
6160,Various Artists,Sunshine Anchorman Medley,510.0,810.0
